no	correct	incorrect	question	answer1	answer2	answer3
26	0	0	다음은 XP의 주요 실천 방법(Practice)의 일곱 가지 방법 중 하나에 대한 설명이다. 모듈 단위로 나눠서 개발된 코드들은 하나의 작업이 마무리 될 때마다 지속적으로 통합됨.	Continous Integration	계속적인 통합
27	0	0	다음은 XP의 주요 실천 방법(Practice)의 일곱 가지 방법 중 하나에 대한 설명이다. 1. 프로그램 기능의 변경 없이 시스템을 재구성함. 2. 목적 : 프로그램을 쉽게 이해하고 쉽게 구정하여 빠르게 개발할 수 있도록 하기 위함.	Refactoring	리팩토링
28	0	0	다음은 XP의 주요 실천 방법(Practice)의 일곱 가지 방법 중 하나에 대한 설명이다. 릴리즈 기간을 짧게 반복함으로써 고객의 요구 변화에 신속히 대응할 수 있음.	Small Releases	소규모 릴리즈
29	0	0	컴퓨터 시스템의 자원을 효율적으로 관리하며, 사용자가 컴퓨터를 편리하고 효율적으로 사용할 수 있도록 환경을 제공하는 소프트웨어는? 컴퓨터 사용자와 컴퓨터 하드웨어 간의 인터페이스로서 동작하는 시스템 소프트웨어의 일종이다. 다른 응용 프로그램이 유용한 작업을 할 수 있도록 환경을 제공한다. ○○○ 관련 요구사항 식별 시 고려사항. 1. 가용성. 2. 성능. 3. 기술 지원. 4. 주변기기. 5. 구축비용.	운영체제	OS	Operating System
30	0	0	사용자와 데이터베이스 사이에서 사용자의 요구에 따라 정보를 생성해 주고, 데이터베이스를 관리해 주는 소프트웨어는? 기존의 파일 시스템이 갖는 데이터의 종속성과 중복성의 문제를 해결하기 위해 제안된 시스템이다. 모든 응용 프로그램들이 데이터베이스를 공용할 수 있도록 관리한다. ○○○ 관련 요구사항 식별 시 고려사항. 1. 가용성. 2. 성능. 3. 기술 지원. 4. 상호 호환성. 5. 구축 비용.	데이터베이스 관리 시스템	DBMS	DataBase Manegement System
31	0	0	사용자의 요구에 따라 변하는 동적인 콘텐츠를 처리하기 위해 사용되는 미들웨어는? 데이터 접근, 세션 관리, 트랜잭션 관리 등을 위한 라이브러리를 제공한다. 주로 데이터베이스 서버와 연동해서 사용한다. ○○○ 관련 요구사항 식별 시 고려사항. 1. 가용성. 2. 성능. 3. 기술지원. 4. 구축비용.	웹 애플리케이션 서버	WAS	Web Application Server
32	0	0	누구나 별다른 제한 없이 사용할 수 있도록 소스 코드를 공개한 소프트웨어는? ○○○ 라이선스를 만족한다. ○○○ 관련 요구사항 식별 시 고려사항. 1. 라이선스의 종류. 2. 사용자 수. 3. 기술의 지속 가능성.	오픈 소스	Open Source
33	0	0	소프트웨어가 어떤 문제를 해결하기 위해 제공하는 서비스에 대한 설명과 정상적으로 운영되는데 필요한 제약조건은? 소프트웨어 개발이나 유지 보수 과정에서 필요한 기준과 근거를 제공한다. 개발에 참여하는 이해관계자들 간의 의사소통을 원활하게 하는 데 도움을 준다. ○○○의 유형. 1. 기능 ○○○(Functional ○○○). 2. 비기능 ○○○(Non- Functional ○○○). 3. 사용자 ○○○(User ○○○). 4. 시스템 ○○○(System ○○○).	요구사항	Requirements
34	0	0	시스템이 무엇을 하는지, 어떤 기능을 하는지 등의 기능이나 수행과 관련된 요구사항은? 시스템의 입력이나 출력으로 무엇이 포함되어야 하는지에 대한 사항. 시스템이 어떤 데이터를 저장하거나 연산을 수행해야 하는지에 대한 사랑. 시스템이 반드시 수행해야 하는 기능. 사용자가 시스템을 통해 제공받기를 원하는 기능.	기능 요구사항	Functional requirements
35	0	0	품질이나 제약사항과 관련된 요구사항은? 시스템 장비 구성 요구사항. 성능 요구사항. 인터페이스 요구사항. 데이터를 구축하기 위해 필요한 요구사항. 데이터를 구축하기 위해 필요한 요구사항. 테스트 요구사항. 보안 요구사항. 품질 요구사항 : 가용성, 정합성, 상호 호환성, 대응성, 이식성, 확장성, 보안성 등. 제약사항. 프로젝트 관리 요구사항. 프로젝트 자원 요구사항.	비기능 요구사항	Non- functional requirements
36	0	0	사용자 관점에서 본 시스템이 제공해야 할 요구사항은? 사용자를 위한 것으로, 친숙한 표현으로 이해하기 쉽게 작성된다.	사용자 요구사항	User requirements
37	0	0	개발자 관점에서 본 시스템 전체가 사용자와 다른 시스템에 제공해야 할 요구사항은? 사용자 요구사항에 비해 전문적이고 기술적인 용어로 표현된다. 소프트웨어 요구사항이라고도 한다.	시스템 요구사항	System requirements
38	0	0	개발 대상에 대한 요구사항을 체게적으로 도출하고 분석한 후 명세서에 정리한 다음 확인 및 검증하는 일련의 구조화된 활동은? ○○○가 진행되기 전에 타당성 조사(Feasibility Study)가 선행되어야 한다. 요구공학(Requirement Engineeing)의 한 요소이다. 단계는 도출(Elicitation) - > 분석(Analysis) - > 명세(Specification) - > 확인(Validation)을 거친다.	요구사항 개발 프로세스
39	0	0	시스템, 사용자, 개발자 등 시스템 개발에 관련된 사람들이 서로 의견을 교환하여 요구사항을 어떻게 수집할 것인지를 식별하고 이해하는 과정은? 개발자와 고객 사이의 관계가 만들어지고 이해관계자(Stakeholder)가 식별된다. 소프트웨어 개발 생명 주기(SDLC) 동안 지속적으로 반복된다. ○○○ 주요 기법. 1. 청취와 인터뷰. 2. 설문. 3. 브레인스토밍. 4. 워크샵. 5. 프로토타이핑. 6. 유스케이스.	요구사항 도출	Requirement Elicitation	요구사항 수집
40	0	0	개발 대상에 대한 사용자의 요구사항 중 명확하지 않거나 모호하여 이해되지 않는 부분을 발견하고 이를 걸러내기 위한 과정은? 요구사항의 타당성을 조사하고 비용과 일정에 대한 제약을 설정한다. 서로 상충되는 요구사항이 있으면 이를 중재하는 과정이다. ○○○에 사용되는 대표적인 도구. 1. 자료 흐름도(DFD). 2. 자료 사전(DD).	요구사항 분석	Requirement Analysis
41	0	0	분석된 요구사항을 바탕으로 모델을 작성하고 문서화하는 것을 의미하는 것은? 기능 요구사항을 빠짐없이 기술한다. 비기능 요구사항은 필요한 것만 기술한다. 구체적인 명세를 위해 소단위 명세서(Mini- Spec)가 사용될 수 있다.	요구사항 명세	Requirement Specification
42	0	0	개발 자원을 요구사항에 할당하기 전에 요구사항 명세서가 정확하고 완전하게 작성되었는지를 검토하는 활동은? 이해관계자들이 검토해야 한다. 요구사항 관리 도구를 이용하여 요구사항 정의 문서들에 대해 형상 관리(SCM)를 수행한다.	요구사항 확인	Reqiurement Validation	요구사항 검증
43	0	0	무엇을 개발해야 하는지 요구사항을 정의하고, 분석 및 관리하는 프로세스를 연구하는 학문은? 요구사항 변경의 원인과 처리 방법을 이해하고 요구사항 관리 프로세스의 품질을 개선하여 소프트웨어 프로젝트 실패를 최소화하는 것을 목표로 한다.	요구공학	Reqiurements Engineering
44	0	0	다음은 요구사항 명세 기법의 두 가지 중 하나에 대한 설명이다. 기법 : 수학적 원리 기반, 모델 기반. 작성 방법 : 수학적 기호, 정형화된 표기법. 특징 : .1. 요구사항을 정확하고 간결하게 표현할 수 있음. 2. 요구사항에 대한 결과가 작성자에 관계없이 일관성이 있으므로 완전성 검증이 가능함. 3. 표기법이 어려워 사용자가 이해하기 어려움. 종류 : VDM, Z, Petri- net, CSP 등.	정형 명세 기법
45	0	0	기법 : 상태/기능/객체 중심. 작성 방법 : 일반 명사, 동사 등의 자연어를 기반으로 서술 또는 다이어그램으로 작성. 특징 : . 1. 자연어의 사용으로 인해 요구사항에 대한 결과가 작성자에 따라 다를 수 있어 일관성이 떨어지고, 해석이 달라질 수 있음. 2. 내용의 이해가 쉬워 의사소통이 용이함. 종류 : FSM, Decision Tavle, ER모델링, State Chart(SADT) 등.	비정형 명세 기법
46	0	0	소프트웨어 개발의 실제적인 첫 단계로, 개발 대상에 대한 사용자의 요구사항을 이해하고 문서화하는 활동을 의미하는 것은? 사용자 요구의 타당성을 조사하고 비용과 일정에 대한 제약을 설정한다. 사용자의 요구를 정확하게 추출하여 목표를 정한다.	요구사항 분석	Requirement Anlysis
47	0	0	자료의 흐름과 처리를 중심으로 하는 요구사항 분석 방법은? 도형 중심의 분석용 도구와 분석 절차를 이용하여 사용자의 요구사항을 파악하고 문서화한다. 하향식 방법을 사용하여 시스템을 세분화할 수 있다. 분석의 중복을 배제할 수 있다. 주요 ○○○ 도구. 1. 자료 흐름도(DFD). 2. 자료 사전(DD). 3. 소단위 명세서(Mini- Spec). 4. 개체 관계도(ERD). 5. 상태 전이도(STD). 6. 제어 명세서.	구조적 분석 기법
48	0	0	요구사항 분석에서 자료의 흐름 및 변환 과정과 기능을 도형 중심으로 기술하는 방법은? 자료 흐름 그래프, 버블 차트라고도 한다. 자료 흐름과 처리를 중심으로 하는 구조적 분석 기법에 이용된다.	자료 흐름도	DFD	Data Flow Diagram
49	0	0	자료 흐름도에 있는 자료를 더 자세히 정의하고 기록한 것은? 데이터를 설명하는 데이터로, 데이터의 데이터 또는 메타 데이터(Meta Data)라고도 한다.	자료 사전	DD	Data Dictionary
50	0	0	요구사항을 자동으로 분석하고, 요구사항 분석 명세서를 기술하도록 개발된 도구를 의미하는 것은? 대표적인 ○○○. 1. SADT : . ① 시스템 정의, 소프트웨어 요구사항 분석, 시스템/소프트웨어 설계를 위한 도구. ② SoftTech 사에서 개발. ③ 구조적 요구 분석을 하기 위해 블록 다이어그램을 채택한 자동화 도구. 2. SREM = RSL/REVS : . ① TRW 사가 실시간 처리 소프트웨어 시스템에서 요구사항을 명확히 기술하도록 할 목적으로 개발한 도구. ② RSL과 REVS를 사용하는 자동화 도구. 3. PSL/PSA : . ① PSL과 PSA를 사용하는 자동화 도구. ② 미시간 대학에서 개발. 4. TAGS : . ① 시스템 공학 방법 응용에 대한 자동 접근 방법. ② 개발 주기의 전 과정에 이용할 수있는 통합 자동화 도구.	요구사항 분석용 CASE	자동화 도구
51	0	0	시스템의 분석 및 설계, 또는 문서화에 사용되는 기법으로, 시스템 실행 과정인 입력·처리·출력의 기능을 표현한 것은? 하향식 소프트웨어 개발을 위한 문서화 도구이다. 기능과 자료의 의존 관계를 동시에 표현할 수 있다. 기호, 도표 등을 사용하므로 보기 쉽고 이해하기도 쉽다. 시스템의 기능을 여러 개의 고유 모듈로 분할하여 이들 간의 인터페이스를 계층 구조로 표현한 것을 ○○○ Chart라고 한다. ○○○ Chart의 종류. 1. 가시적 도표(Visual Table of Contents, 도식목차). 2. 총체적 도표(Overview Diagram, 총괄 도표, 개요 도표), 3. 세부적 도표(Detail Diagram, 상세도표).	HIPO	Hirarchy Input Process Output
52	0	0	시스템 분석, 설계, 구현 등 시스템 개발 과정에서 시스템 개발자와 고객 또는 개발자 상호 간의 의사소통이 원활하게 이루어지도록 표준화한 대표적인 객체지향 모델링 언어는? Rumbaugh(OMT), Booch, Jacobson 등의 객체지향 방법론의 장점을 통합하였다. OMG(Object Managemonet Group)에서 표쥰으로 지정하였다. ○○○의 구성 요소. 1. 사물(Thing). 2. 관계(Relationship). 3. 다이어그램(Diagram).	UML	Unified Modeling Language
53	0	0	다이어그램 안에서 관계가 형성될 수 있는 대상들을 말하는 것은? 모델을 구성하는 가장 중요한 기본 요소이다.	사물	Thing
54	0	0	다음은 사물의 네 가지 종류 중 하나에 대한 설명이다. 1. 시스템의 개념적, 물리적 요소를 표현. 2. 클래스(Class), 유스케이스(Use Case), 컴포넌트(Component), 인터페이스(Interface), 노드(Node)등.	구조 사물	Structural Thing
55	0	0	다음은 사물의 네 가지 종류 중 하나에 대한 설명이다. 1. 시간과 공간에 따른 요소들의 행위를 표현. 2. 상호작용(Interaction), 상태 머신(State Machine) 등.	행동 사물	Behavioral Thing
56	0	0	다음은 사물의 네 가지 종류 중 하나에 대한 설명이다. 1. 요소들을 그룹으로 묶어서 표현. 2. 패키지(Package).	그룹 사물	Grouping Thing
57	0	0	다음은 사물의 네 가지 종류 중 하나에 대한 설명이다. 부가적인 설명이나 제약 조건 등을 표현. 노트(Note).	주해 사물	Annotation Thing
58	0	0	사물과 사물 사이의 연관성을 표현한 것은?	관계	Relationship
59	0	0	관계의 종류에는 여섯 가지가 있다. 다음은 그 중 하나에 대한 설명이다. 2개 이상의 사물이 서로 관련되어 있는 관계는? 사물 사이를 실선으로 연결하여 표현한다. 방향성은 화살표로 표현한다. 양방향 관계의 경우 화살표를 생략하고 실선으로만 연결한다. 다중도를 선 위에 표기한다.	연관 관계	Association
60	0	0	관계의 종류에는 여섯 가지가 있다. 다음은 그 중 하나에 대한 설명이다. 하나의 사물이 다른 사물에 포함되어 있는 관계는? 포함하는 쪽(전체, Whole)과 포함되는 쪽(부분, Part)은 서로 독립적이다. 포함되는 쪽(부분, Part)에서 포함하는 쪽(전체, Whole)으로 속이 빈 마름모를 연결하여 표현한다.	집합 관계	Aggregation
61	0	0	관계의 종류에는 여섯 가지가 있다. 다음은 그 중 하나에 대한 설명이다. 집합 관계의 특수한 형태로, 포함하는 사물의 변화가 포함되는 사물에게 영향을 미치는 관계는? 포함하는 쪽(전체, Whole)과 포함되는 쪽(부분, Part)은 서로 독립될 수 없고 생명주기를 함께한다. 포함되는 쪽(부분, Part)에서 포함하는 쪽(전체, Whole)으로 속이 채워진 마음모를 연결하여 표현한다.	포함 관계	Composition
62	0	0	관계의 종류에는 여섯 가지가 있다. 다음은 그 중 하나에 대한 설명이다. 하나의 사물이 다른 사물에 비해 더 일반적이거나 구체적인 관계는? 보다 일반적인 개념을 상위(부모), 보다 구체적인 개념을 하위(자식)라고 부른다. 구체적(하위)인 사물에서 일반적(상위)인 사물쪽으로 속이 빈 화살표를 연결하여 표현한다.	일반화 관계	Generalization
63	0	0	연관 관계와 같이 사물 사이에 서로 연관은 있으나 필요에 의해 서로에게 영향을 주는 짧은 시간 동안만 연관을 유지하는 관계는? 하나의 사물과 다른 사물이 소유 관계는 아니지만 사물의 변화가 다른 사물에도 영향을 미치는 관계이다. 영향을 주는 사물(이용자)이 영향을 받는 사물(제공자) 쪽으로 점선 화살표를 연결하여 표현한다.	의존 관계	Dependency
64	0	0	사물이 할 수 있거나 해야 하는 기능으로, 서로를 그룹화 할 수 있는 관계는? 사물에서 기능 쪽으로 속이 빈 점선 화살표를 연결하여 표현한다.	실체화 관계	Realization
65	0	0	사물과 관계를 도형으로 표현한 것은? 여러 관점에서 시스템을 가시화한 뷰(View)를 제공함으로써 의사소통에 도움을 준다. 정적 모델링에서는 주로 구조적 ○○○을 사용한다. 동적 모델링에서는 주로 행위 ○○○을 사용한다.	다이어그램	Diagram
66	0	0	다음은 구조적(Structural) 다이어그램의 여섯 가지 종류 중 하나에 대한 설명이다. 클래스와 클래스가 가지는 속성, 클래스 사이의 관계를 표현함.	클래스 다이어그램	Class Diagram
67	0	0	다음은 구조적(Structural) 다이어그램의 여섯 가지 종류 중 하나에 대한 설명이다. 1. 클래스에 속한 사물(객체)들, 즉 인스턴스(Instance)를 특정 시점의 객체와 객체 사이의 관계로 표현함. 2. 럼바우(Rumbaugh) 객체지향 분석 기법에서 객체 모델링에 활용됨.	객체 다이어그램	Object Diagram
68	0	0	다음은 구조적(Structural) 다이어그램의 여섯 가지 종류 중 하나에 대한 설명이다. 1. 실제 구현 모듈인 컴포넌트 간의 관계나 컴포넌트 간의 인터페이스를 표현함. 2. 구현 단계에서 사용됨.	컴포넌트 다이어그램	Component Diagram
69	0	0	다음은 구조적(Structural) 다이어그램의 여섯 가지 종류 중 하나에 대한 설명이다. 1. 결과물, 프로세스, 컴포넌트 등 물리적 요소들의 위치를 표현함. 2. 구현 단계에서 사용됨.	배치 다이어그램	Deployment Diagram
70	0	0	다음은 구조적(Structural) 다이어그램의 여섯 가지 종류 중 하나에 대한 설명이다. 클래스나 컴포넌트가 복합 구조를 갖는 경우 그 내부 구조를 표현함.	복합체 구조 다이어그램	Composite Structure Diagram
71	0	0	다음은 구조적(Structural) 다이어그램의 여섯 가지 종류 중 하나에 대한 설명이다. 유스케이스나 클래스 등의 모델 요소들을 그룹화한 패키지들의 관계를 표현함.	패키지 다이어그램	Package Diagram
72	0	0	다음은 행위(Behavioral) 다이어그램의 일곱 가지 종류 중 하나에 대한 설명이다. 1. 사용자의 요구를 분석하는 것으로, 기능 모델링 작업에 사용함. 2. 사용자(Actor)와 사용 사례(Use Case)로 구성됨.	유스케이스 다이어그램	Use Case Diagram
73	0	0	다음은 행위(Behavioral) 다이어그램의 일곱 가지 종류 중 하나에 대한 설명이다. 상호 작용하는 시스템이나 객체들이 주고받는 메시지를 표현함.	순차 다이어그램	Sequence Diagram
74	0	0	다음은 행위(Behavioral) 다이어그램의 일곱 가지 종류 중 하나에 대한 설명이다. 동작에 참여하는 객체들이 주고받는 메시지와 객체들 간의 연관 관계를 표현함.	커뮤니케이션 다이어그램	Communication Diagram
75	0	0	다음은 행위(Behavioral) 다이어그램의 일곱 가지 종류 중 하나에 대한 설명이다. 1. 하나의 객체가 자신이 속한 클래스의 상태 변화 혹은 다른 객체와의 상호 작용에 따라 상태가 어떻게 변화하는지를 표현함. 2. 럼바우(Rumbaugh) 객체지향 분석 기법에서 동적 모델링에 활용됨.	상태 다이어그램	State Diagram
76	0	0	다음은 행위(Behavioral) 다이어그램의 일곱 가지 종류 중 하나에 대한 설명이다. 시스템이 어떤 기능을 수행하는지 객체의 처리 로직이나 조건에 따른 처리의 흐름을 순서에 따라 표현함.	활동 다이어그램	Activity Diagram
77	0	0	다음은 행위(Behavioral) 다이어그램의 일곱 가지 종류 중 하나에 대한 설명이다. 상호 작용 다이어그램 간의 제어 흐름을 표현함.	상호작용 개요 다이어그램	Interaction Overview Diagram
78	0	0	다음은 행위(Behavioral) 다이어그램의 일곱 가지 종류 중 하나에 대한 설명이다. 객체 상태 변화와 시간 제약을 명시적으로 표현함.	타이밍 다이어그램	Timing Diagram
79	0	0	UML에서 표현하는 기본 기능 외에 추가적인 기능을 표현하는 것은? 길러멧(Guilemet)이라고 부르는 겹화살괄호(《》) 사이에 표현할 형태를 기술한다. 주로 표현되는 형태. 《include》 : 연결된 다른 UML 요소에 대해 포함 관계에 있는 경우. 《extend》 : 연결된 다른 UML 요소에 대해 확장 관계에 있는 경우. 《interface》 : 인터페이스를 정의하는 경우. 《exception》 : 예외를 정의하는 경우. 《constructor》 : 생성자 역할을 수행하는 경우.	스테레오 타입	Stereotype
80	0	0	사용자의 요구사항을 분석하여 개발될 시스템이 갖춰야 할 기능을 정리한 후 사용자와 함께 정리된 내용을 공유하기 위해 그림으로 표현하는 것은? 개발될 시스템의 전반적인 형태를 기능에 초점을 맞춰 표현한다.	기능 모델링
81	0	0	사용자와 다른 외부 시스템들이 개발될 시스템을 이용해 수행할 수 있는 기능을 사용자의 관점에서 표현한 것은? 외부 요소와 시스템 간의 상호 작용을 확인할 수 있다. 사용자의 요구사항을 분석하기 위한 도구로 사용된다. 시스템의 범위를 파악할 수 있다.	유스케이스 다이어그램	Use Case Diagram
82	0	0	사용자의 관점에서 시스템이 수행하는 기능을 처리 흐름에 따라 순서대로 표현한 것은? 하나의 유스케이스 안에서 혹은 유스케이스 사이에 발생하는 복잡한 처리의 흐름을 명확하게 표현할 수 있다. 자료 흐름도와 유사하다. 	활동 다이어그램	Activity Diagram
83	0	0	사용자가 요구한 기능을 구현하는데 필요한 자료들의 논리적인 구조를 표현한 것은? 시스템에 의해 처리되거나 생성될 객체들 사이에 어떤 관련이 있는지를 구조적인 관점(View)에서 표현한다. 정적 모델링은 객체(Object)들을 클래스(Class)로 추상화하여 표현한다. UML을 아용한 정적 모델링의 대표적인 것이 클래스 다이어그램이다.	정적 모델링
84	0	0	클래스와 클래스가 가지는 속성, 클래스 사이의 관계를 표현한 것은? 시스템을 구성하는 요소에 대해 이해할 수 있는 구조적 다이어그램이다. 시스템 구성 요소를 문서화하는 데 사용된다.	클래스 다이어그램	Class Diagram
85	0	0	연관 관계에 있는 두 클래스에 추가적으로 표현해야 할 속성이나 오퍼레이션이 있는 경우 생성하는 클래스는? 두 클래스의 연관 관계를 나타내는 선의 가운데로부터 점선을 연관 클래스로 이어 표시한다. ○○○의 이름은 연관 관계의 이름을 이용해 지정한다.	연관 클래스
